Title,year,Genre,Lead Cast,Director,Positive out of 10 Representation,Focus Area,Box Office Revenue (in M),community,Label
shadows rising,23-03-2021,drama,olivia garcia isabella davis,michael carter,7.94,disability,442.2,american,shadows rising _american
shadows rising,20-02-1984,action,mia hernandez mia martinez,steven miller,6.73,race,95.03,american,shadows rising _american
lost   stars,25-05-1997,action,emma smith emma johnson,emily adams,6.27,lgbtq,313.11,european,lost   stars _european
forgotten voyage,21-09-1992,action,emma smith mia miller,steven miller,8.09,lgbtq,362.43,american,forgotten voyage _american
echoes  eternity,24-08-1984,drama,mia hernandez mia miller,catherine hayes,5.37,age,318.44,Asian,echoes  eternity _Asian
final hour,06-11-1992,fantasy,william davis liam miller,laura scott,6,age,353.33,Asian,final hour _Asian
final hour,24-04-2002,documentary,olivia johnson sophia hernandez,laura scott,7.61,gender,138.23,Asian,final hour _Asian
whispers   wind,19-12-2018,documentary,emma johnson sophia smith,catherine hayes,6.79,lgbtq,117.84,Asian,whispers   wind _Asian
echoes  eternity,08-08-2017,documentary,james smith noah garcia,laura scott,7.45,cultural,249.6,Asian,echoes  eternity _Asian
secrets   valley,22-10-1986,documentary,william brown mia brown,catherine hayes,8.56,cultural,475.79,Asian,secrets   valley _Asian
legends   fallen,19-05-2005,documentary,emma johnson isabella davis,catherine hayes,7.11,age,145.97,Asian,legends   fallen _Asian
lost   stars,21-04-2019,action,liam miller sophia garcia,emily adams,6.92,gender,444.79,european,lost   stars _european
breaking chains,03-06-2008,fantasy,isabella smith isabella hernandez,steven miller,8.55,race,405.72,american,breaking chains _american
secrets   valley,22-01-1986,documentary,olivia smith olivia brown,catherine hayes,8.03,age,320.37,Asian,secrets   valley _Asian
echoes  eternity,22-10-1997,thriller,john smith mia martinez,steven miller,9.45,age,82.13,american,echoes  eternity _american
shadows rising,21-10-1999,action,emma smith james jones,catherine hayes,6.06,race,400.28,Asian,shadows rising _Asian
final hour,06-09-1981,fantasy,emma johnson william martinez,emily adams,6.53,disability,39.8,european,final hour _european
golden horizon,18-09-1989,comedy,emma davis john garcia,michael carter,9.19,race,460.07,american,golden horizon _american
lost   stars,19-05-2015,documentary,mia johnson olivia johnson,laura scott,8.39,age,433.41,Asian,lost   stars _Asian
echoes  eternity,11-10-2001,fantasy,liam brown mia martinez,emily adams,9.98,age,356.42,european,echoes  eternity _european
breaking chains,20-06-1988,documentary,john miller james brown,emily adams,8.77,cultural,48.62,european,breaking chains _european
shadows rising,13-12-1996,drama,mia brown john hernandez,emily adams,9.14,disability,493.5,european,shadows rising _european
lost   stars,19-02-1991,fantasy,sophia martinez emma davis,daniel ford,8.72,race,191.1,european,lost   stars _european
legends   fallen,16-04-2016,drama,emma jones noah martinez,laura scott,9.23,cultural,460.13,Asian,legends   fallen _Asian
legends   fallen,12-07-1989,scifi,isabella davis mia brown,emily adams,5.44,gender,102.54,european,legends   fallen _european
whispers   wind,17-08-1991,comedy,william garcia isabella miller,daniel ford,8.13,lgbtq,77.93,european,whispers   wind _european
shadows rising,26-06-1980,comedy,isabella williams emma hernandez,michael carter,9.05,lgbtq,240.44,american,shadows rising _american
whispers   wind,06-11-2016,thriller,emma williams liam garcia,emily adams,6.93,race,480.42,european,whispers   wind _european
golden horizon,25-02-2012,drama,isabella williams james davis,catherine hayes,7.36,race,86.75,Asian,golden horizon _Asian
breaking chains,19-04-1996,scifi,noah hernandez john brown,emily adams,5.2,age,58.52,european,breaking chains _european
forgotten voyage,17-04-2011,thriller,emma johnson emma jones,daniel ford,8.52,age,81.9,european,forgotten voyage _european
legends   fallen,26-01-2023,action,isabella hernandez mia williams,daniel ford,6.6,race,285.9,european,legends   fallen _european
echoes  eternity,06-10-2006,action,james williams isabella hernandez,steven miller,6.21,disability,231.4,american,echoes  eternity _american
lost   stars,09-02-1988,drama,olivia garcia liam jones,michael carter,5.53,race,229.77,american,lost   stars _american
echoes  eternity,16-11-2011,thriller,sophia hernandez noah williams,daniel ford,7.88,age,37.46,european,echoes  eternity _european
final hour,11-02-2013,scifi,isabella davis john johnson,steven miller,8.51,disability,417.51,american,final hour _american
legends   fallen,13-10-2004,fantasy,william davis isabella johnson,michael carter,8.56,cultural,79.45,american,legends   fallen _american
shadows rising,05-10-2011,action,liam williams liam davis,emily adams,6.93,age,405.11,european,shadows rising _european
breaking chains,10-11-1989,drama,sophia martinez olivia miller,daniel ford,5.11,lgbtq,495.26,european,breaking chains _european
whispers   wind,15-08-1998,thriller,isabella miller sophia jones,michael carter,5.47,gender,428.06,american,whispers   wind _american
breaking chains,28-04-1992,fantasy,isabella davis olivia williams,michael carter,7.71,disability,339.33,american,breaking chains _american
golden horizon,23-10-1993,documentary,noah brown olivia williams,daniel ford,6.87,disability,416.08,european,golden horizon _european
forgotten voyage,27-11-1985,comedy,john smith mia johnson,catherine hayes,5.31,lgbtq,94.84,Asian,forgotten voyage _Asian
legends   fallen,28-08-2018,drama,olivia miller liam hernandez,michael carter,9.91,gender,493.48,american,legends   fallen _american
shadows rising,05-09-2017,comedy,olivia hernandez john williams,catherine hayes,7.85,lgbtq,80.7,Asian,shadows rising _Asian
golden horizon,16-09-1986,thriller,mia martinez noah davis,catherine hayes,6.21,age,330.98,Asian,golden horizon _Asian
whispers   wind,27-02-1992,drama,sophia martinez emma miller,steven miller,7.95,age,412.08,american,whispers   wind _american
lost   stars,19-01-1995,thriller,olivia smith noah jones,catherine hayes,6.92,lgbtq,27.65,Asian,lost   stars _Asian
final hour,21-09-1981,drama,noah smith emma davis,catherine hayes,7.69,cultural,74.7,Asian,final hour _Asian
legends   fallen,04-01-1999,documentary,william garcia emma davis,catherine hayes,9.32,age,363.51,Asian,legends   fallen _Asian
lost   stars,03-06-2023,comedy,olivia jones liam smith,steven miller,7.26,gender,171.98,american,lost   stars _american
echoes  eternity,18-03-1983,drama,liam johnson mia williams,catherine hayes,7.69,gender,392.25,Asian,echoes  eternity _Asian
golden horizon,05-08-1989,comedy,isabella jones emma smith,michael carter,8.65,race,330.47,american,golden horizon _american
shadows rising,09-04-2003,thriller,mia jones mia williams,steven miller,9.91,race,165.75,american,shadows rising _american
golden horizon,14-02-1988,documentary,liam brown mia garcia,daniel ford,6.43,race,258.68,european,golden horizon _european
golden horizon,12-03-1994,comedy,john martinez olivia garcia,catherine hayes,9.98,age,354.36,Asian,golden horizon _Asian
forgotten voyage,06-03-2015,fantasy,liam johnson liam brown,steven miller,8.36,race,206.41,american,forgotten voyage _american
legends   fallen,26-08-2009,documentary,noah hernandez john williams,daniel ford,7.63,gender,364.89,european,legends   fallen _european
secrets   valley,28-02-2012,comedy,noah johnson isabella jones,daniel ford,5.66,age,465.77,european,secrets   valley _european
lost   stars,16-10-1989,drama,olivia martinez isabella jones,catherine hayes,7.59,cultural,424.78,Asian,lost   stars _Asian
breaking chains,21-05-2005,action,john martinez james smith,daniel ford,9.54,disability,213.12,european,breaking chains _european
secrets   valley,11-03-2012,documentary,mia garcia james miller,michael carter,5.03,disability,453.9,american,secrets   valley _american
echoes  eternity,23-05-2020,comedy,james miller mia martinez,laura scott,6.22,race,264.77,Asian,echoes  eternity _Asian
breaking chains,18-07-2007,fantasy,olivia garcia mia hernandez,catherine hayes,8.68,age,428.28,Asian,breaking chains _Asian
echoes  eternity,17-02-1984,action,noah martinez liam hernandez,catherine hayes,8.4,age,453.75,Asian,echoes  eternity _Asian
forgotten voyage,02-05-2020,thriller,emma miller mia brown,emily adams,5.37,age,230.2,european,forgotten voyage _european
echoes  eternity,07-02-2012,fantasy,emma miller noah miller,catherine hayes,6.09,race,317.59,Asian,echoes  eternity _Asian
forgotten voyage,23-07-1986,action,john smith isabella williams,daniel ford,7.11,age,406.83,european,forgotten voyage _european
final hour,02-05-1980,fantasy,sophia johnson james garcia,emily adams,5.93,age,30.73,european,final hour _european
breaking chains,17-12-1995,comedy,john martinez emma miller,steven miller,6.02,gender,174.15,american,breaking chains _american
final hour,04-10-1983,drama,john martinez john williams,michael carter,6.01,age,180.51,american,final hour _american
final hour,28-09-2008,thriller,liam martinez emma hernandez,laura scott,6.9,lgbtq,267.16,Asian,final hour _Asian
whispers   wind,07-01-1999,scifi,james johnson noah miller,steven miller,7.01,age,345.81,american,whispers   wind _american
golden horizon,19-07-2007,drama,olivia williams isabella davis,steven miller,5.13,race,393.82,american,golden horizon _american
final hour,11-02-2010,documentary,liam hernandez john martinez,emily adams,5.41,cultural,19.14,european,final hour _european
lost   stars,16-01-1990,thriller,sophia martinez william hernandez,steven miller,8.72,cultural,80.89,american,lost   stars _american
golden horizon,01-02-1994,thriller,isabella garcia olivia hernandez,laura scott,5.32,gender,239.26,Asian,golden horizon _Asian
whispers   wind,04-08-2010,scifi,mia miller william miller,michael carter,7.41,race,458.5,american,whispers   wind _american
echoes  eternity,15-04-2016,fantasy,sophia johnson john miller,laura scott,6.16,lgbtq,394.75,Asian,echoes  eternity _Asian
secrets   valley,27-05-1985,comedy,sophia johnson noah hernandez,michael carter,9.36,disability,34.45,american,secrets   valley _american
echoes  eternity,05-06-2018,scifi,mia jones james garcia,steven miller,6.94,cultural,305.97,american,echoes  eternity _american
secrets   valley,24-06-2003,scifi,noah johnson james brown,emily adams,9.99,disability,192.62,european,secrets   valley _european
final hour,15-06-2020,action,noah hernandez isabella johnson,daniel ford,7.65,age,136.69,european,final hour _european
legends   fallen,15-09-1984,comedy,james jones noah martinez,steven miller,9.69,age,132.14,american,legends   fallen _american
legends   fallen,14-09-2018,action,william smith sophia jones,steven miller,5.54,lgbtq,418.74,american,legends   fallen _american
final hour,19-02-2002,documentary,liam davis william smith,steven miller,7.43,cultural,328.02,american,final hour _american
lost   stars,26-08-1982,scifi,mia garcia john johnson,steven miller,7.5,lgbtq,176.57,american,lost   stars _american
breaking chains,07-12-1982,comedy,olivia smith olivia brown,laura scott,5.65,lgbtq,358.03,Asian,breaking chains _Asian
secrets   valley,17-09-1995,scifi,isabella smith olivia davis,catherine hayes,6.44,age,472.67,Asian,secrets   valley _Asian
lost   stars,04-04-1987,action,olivia martinez noah smith,michael carter,5.39,cultural,71.12,american,lost   stars _american
breaking chains,05-11-2018,fantasy,liam brown isabella garcia,daniel ford,7.29,lgbtq,70.18,european,breaking chains _european
echoes  eternity,12-12-1994,documentary,olivia brown noah miller,catherine hayes,7.75,lgbtq,270.55,Asian,echoes  eternity _Asian
legends   fallen,24-09-1982,documentary,isabella johnson emma jones,steven miller,8.74,disability,73.99,american,legends   fallen _american
whispers   wind,22-01-1996,scifi,mia martinez john williams,michael carter,9.57,cultural,185.91,american,whispers   wind _american
echoes  eternity,03-06-1998,drama,john williams william brown,daniel ford,7.32,race,204.62,european,echoes  eternity _european
breaking chains,17-11-1985,scifi,emma johnson mia hernandez,catherine hayes,7.2,lgbtq,264.84,Asian,breaking chains _Asian
forgotten voyage,15-08-2004,action,john johnson sophia garcia,michael carter,6.71,age,121.1,american,forgotten voyage _american
golden horizon,11-01-1992,comedy,james johnson olivia johnson,michael carter,5.69,lgbtq,310.86,american,golden horizon _american
breaking chains,03-04-1981,comedy,james williams liam garcia,emily adams,6.43,disability,321.8,european,breaking chains _european
lost   stars,08-02-2009,thriller,sophia smith isabella garcia,michael carter,8.91,lgbtq,381.42,american,lost   stars _american
golden horizon,21-11-2004,action,olivia williams james jones,catherine hayes,9.59,disability,144.65,Asian,golden horizon _Asian
lost   stars,10-10-1982,thriller,mia williams isabella williams,laura scott,6.63,cultural,439.89,Asian,lost   stars _Asian
golden horizon,27-05-2023,documentary,isabella brown james jones,steven miller,8.89,age,423.07,american,golden horizon _american
legends   fallen,02-09-2015,fantasy,james miller john williams,catherine hayes,7.39,age,43.84,Asian,legends   fallen _Asian
secrets   valley,26-08-2008,action,isabella williams mia garcia,laura scott,6.78,cultural,64.99,Asian,secrets   valley _Asian
secrets   valley,18-03-2022,fantasy,isabella johnson emma brown,steven miller,8.41,cultural,170.17,american,secrets   valley _american
forgotten voyage,22-07-1997,drama,noah garcia james johnson,laura scott,7.16,cultural,80.29,Asian,forgotten voyage _Asian
golden horizon,19-09-1988,scifi,emma johnson noah martinez,michael carter,5.76,gender,53.56,american,golden horizon _american
